,Actb,Ahcy,Aqp3,Atp12a,Bmp4,Cdx2,Creb312,Cebpa,Dab2,DppaI,Eomes,Esrrb,Fgf4,Fgfr2,Fn1,Gapdh,Gata3,Gata4,Gata6,Grhl1,Grhl2,Hand1,Hnf4a,Id2,Klf2,Klf4,Klf5,Krt8,Lcp1,Mbnl3,Msc,Msx2,Nanog,Pdgfa,Pdgfra,Pecam1,Pou5f1,Runx1,Sox2,Sall4,Sox17,Snail,Sox13,Tcfap2a,Tcfap2c,Tcf23,Utf1,Tspan8
64 TE,0.422715,-1.78359407,0.5394895,1.9689977,-0.71641696,-0.11708287,-1.07217223,0.9913096,0.0706522,1.5264229,0.7910839,-1.1951327,-0.91304943,0.0256143,-1.21824504,-0.42271501,0.6689829,-1.12869445,-0.76491614,0.4594727,0.2212991,-0.45464805,-0.92344049,1.4948246,-1.32776887,-0.82391715,-0.49274094,1.5317028,1.3052505,1.2442293,0.3907202,1.0972122,-0.85272707,-0.47857815,-1.02197409,-1.16022386,-1.90567521,0.5278973,-0.39500738,-0.84480806,-1.26301559,-1.15425677,0.1530542,0.8849925,-1.16382956,-1.12153657,-1.52610506,1.4691705
64 TE,1.3129098,-0.62457601,-0.22598056,1.3127701,-0.88131325,0.1353097,-1.21798955,0.7105125,-0.47709825,1.5095011,0.2940334,-1.31522692,-1.0216985,-0.39812076,0.171159,-1.31290984,-0.0009714,-1.20646649,-0.40079109,0.0324297,-0.15117546,-1.3399458,-1.08635177,1.0845346,-0.21622753,-0.2948117,-0.35196985,0.862283,1.495809,-1.74492802,1.0766032,0.9327551,0.1697354,-0.79510298,-1.13920257,-0.18192607,-0.64852597,-1.91066065,0.234351,-0.801854,-0.7359108,-1.25116435,-2.08257029,-0.1660846,-1.41031918,-1.25438211,-0.76479628,-0.05945567
64 TE,0.9671316,0.0904529,-0.68023287,0.1778354,-0.0745626,-0.11708287,-0.03420379,0.6384755,-0.38496896,0.3340894,1.3266812,-1.27777819,-0.98781869,0.288029,-1.30963441,-0.96713168,0.0251829,-1.182215,-2.74025545,0.4912231,-0.25231095,-0.34733924,-1.03555148,1.2177799,-1.39444052,-2.20596608,-0.77428312,0.4903831,0.9516369,-0.19950198,-1.48924874,-1.66810319,-1.0654631,-0.94311819,-1.10264745,-1.23858563,-2.32181085,-0.4681561,-0.39762426,-0.78602882,-0.84227723,-1.22094586,-0.38930662,0.6882571,-1.25656823,-1.21295716,-0.33239557,0.646875
64 TE,0.6802093,-1.62613282,0.0129341,0.5308819,-0.62598997,0.2217144,-0.9922079,-1.19185112,0.4475448,1.1528424,0.4157601,0.1284864,-0.85346769,0.2600668,-1.14541913,-0.68020938,0.5221161,-1.08604527,0.0524117,0.600762,0.3076343,-0.09087116,-0.83410205,1.1557747,-1.2746399,-0.54725237,-0.51656374,0.2118229,1.4722347,0.8357834,0.2474299,1.0789391,-0.91787748,-1.5146846,-0.95768751,-1.09777932,-1.02269835,0.6648949,-0.02995333,-0.58934443,-0.22062449,-1.1011139,0.1675818,1.1709875,-0.897816,-1.04868579,-0.50110273,0.7447674
64 TE,0.5772116,-0.17542425,0.0066469,0.6226341,-0.70045926,0.1716906,-1.05806088,0.8369447,0.1024787,0.9992448,0.0668103,-1.18351068,-0.90253501,-0.17872489,-1.20539341,-0.57721163,0.4939498,-1.12116813,-0.84149179,-0.36127534,-0.05250668,-1.2304908,-0.90767488,1.3140859,-0.34540384,-2.11289452,-0.61185494,0.7222737,1.1382663,0.8291149,0.4384836,-1.51988878,-0.4046518,-0.40343197,-1.0106294,-1.14920423,-1.46680948,-0.17320824,-1.35409204,-1.15452946,-0.3860834,-1.14487862,-0.14233871,0.7301545,-0.85388715,-0.07734205,-0.22890294,0.5369344
64 TE,1.0848433,-1.00403181,0.2251281,0.2975122,-0.62421689,0.1239407,-0.99063997,1.2559351,0.3956173,1.01877,1.1562639,-1.12798324,-0.85229942,0.3869722,-1.14399117,-1.08484339,0.5522942,-1.08520901,-0.34296866,0.1800691,0.4087698,-0.31943894,-0.83235031,1.2441651,-0.39436583,-0.83666668,-0.41910683,0.3124546,1.4427669,0.844119,0.2378772,-1.4325844,-0.88729668,-0.33739442,-0.95642699,-1.09655491,-1.24125698,0.2667959,-0.09930052,-0.46500372,-0.53026901,-1.10007188,0.5113998,1.0853712,-0.36822937,-1.04725734,-1.45238428,0.9751908
64 PE,0.2608614,0.3382608,-1.83079581,-1.14259819,-0.56393222,-0.72191567,1.6685661,-1.14039615,0.5195731,-1.31643339,-0.39777966,0.0032268,-0.81257825,0.3267459,-0.15013174,-0.26086141,-0.69104454,0.9970746,0.3977835,-1.48047728,-0.38058036,0.0647266,1.3608208,-1.57113642,-1.23817885,0.3260903,-0.42776967,-1.16347741,-1.29184509,-1.44651242,-1.20266811,1.5195217,-0.52830462,-0.20531931,1.2822587,-0.04111975,0.283408,1.4175761,0.1048157,0.0323591,1.1857762,0.5859116,-1.79363397,-0.37192814,-1.15894857,0.7925819,0.2488643,-1.85916835
64 TE,-0.01134692,-0.90335987,-0.02793284,0.5787526,-0.59407456,0.1898811,-0.96398519,-1.16538856,0.1795323,1.2309428,0.2453428,0.0148488,-0.83243884,0.2471612,-1.11971587,0.0113469,0.0835273,-1.07099262,-0.732098,0.210232,0.1497642,-1.16610551,-0.80257083,0.9631626,-1.2558885,-0.73339549,-0.77644883,0.6493521,1.2482794,0.7991066,0.6218952,-1.39806872,-1.72627441,-0.76322278,-0.93499812,-1.07574007,-0.98423203,-0.75665701,-1.27558579,-0.95106285,0.0299275,-1.0823576,-1.02367518,0.3585431,-0.94174484,-1.02297375,-1.42828326,0.4556085
64 TE,0.834706,-0.3173975,-0.2338396,0.0701263,-0.58520916,-0.0352258,-0.95614555,0.4238348,0.3420149,1.0682336,0.9249832,-1.09957385,-0.82659749,0.2364065,-1.11257608,-0.834706,0.3229404,-1.06681133,-1.38377244,0.0435423,-0.45458194,-0.82379038,-0.79381216,1.1650095,-1.25067978,-1.03555933,-0.85224865,0.5516372,1.1323728,0.8241135,-0.05634555,-1.38791705,-1.7196264,-0.73817405,-0.92869552,-1.06961805,-1.51751509,-1.34816446,-1.2690436,-0.85837251,0.1457487,-1.07714751,0.207936,0.9104953,-0.61227851,-1.01583152,-0.36358513,0.8788045
64 TE,0.1505066,-0.60908802,-0.2762784,-1.21240963,-0.62598997,-0.07388053,-0.9922079,0.2400671,-0.23923717,1.0539152,1.3489977,-1.12927458,-0.85346769,0.1267085,-1.14541913,-0.15050668,0.2082635,-1.08604527,-0.66646173,0.6134622,-0.02290605,-1.1854211,-0.83410205,1.5937691,-1.2746399,-2.05934649,-0.33031276,0.6610196,1.6333254,0.9958275,0.3620621,-1.43461474,-0.47113181,0.0246735,-0.95768751,-1.09777932,-1.79552166,0.1588095,-0.41986769,-0.40396374,-0.0220738,-1.1011139,-1.8501299,1.1454848,-0.70745767,-1.04868579,-0.23457377,0.8351295
64 PE,-1.4533154,0.4286074,-2.06499509,-0.73769179,-0.20399732,0.0261669,2.1248332,-0.84195734,-0.33974185,-1.05219354,-0.79744883,-0.82193667,-0.57541953,0.5568965,1.4106273,1.4533154,-0.87412517,1.111642,0.6775191,-0.22474858,-3.39244469,-0.93002611,-0.41718932,-1.30332657,-1.02670472,-0.89403956,-0.52955799,-1.76580936,-1.08949951,-1.10808579,-0.81482897,-0.95139516,-0.57484063,-3.4274965,1.8734432,-0.80637146,0.6908013,1.515892,0.1558447,0.1612212,0.512122,0.6369704,-1.46595759,-1.23719965,-0.71721964,1.2396857,0.0773218,-0.51126638
64 EPI,-1.67402486,1.3372362,-0.13795936,-0.60604734,3.7251442,-2.36587852,1.2875596,-0.74492797,-1.93106598,-0.96628305,0.7403645,0.8722958,1.7494368,-1.36174183,1.7419138,1.6740248,-1.24833393,-0.22637153,-0.61645314,-0.20569833,-0.97999316,0.2653941,2.1193217,-1.21625539,0.4275705,0.3962127,-1.06232243,-1.69580468,-0.46085305,-0.99805546,1.6956174,-0.81739309,0.9382444,0.4618876,0.0507294,1.2187906,0.8656482,-1.18860251,2.1106503,-0.08293864,0.512122,0.180567,-1.35942241,-1.11697245,-0.65376686,0.4340418,1.1661209,-0.80343731
64 EPI,-1.63723995,1.257215,-0.73681793,-0.68383724,2.8864782,-0.05796388,-0.57670694,-0.80226351,-0.95114533,0.3549161,-0.15026881,0.8761698,1.3160088,-2.57272099,1.7519095,1.6372399,-3.45133709,0.1491085,-0.86493332,0.1451436,-1.61887347,-0.90105273,1.0770399,-1.26770654,0.5807069,0.739175,-0.99085403,-1.75268348,-0.50210798,-1.06307338,-0.76324446,-0.89657613,1.0113724,0.496045,0.4881303,1.1000235,0.7694824,-1.25146025,1.9863487,-0.43335336,0.2875707,-0.8249794,0.5339982,-1.1880158,-0.45608706,0.8411491,0.9690596,-0.68747256
64 PE,-0.52633566,0.8106445,-2.03670256,-0.70178876,2.4627124,-1.72011718,1.9617687,-0.81549478,-0.73171011,0.858664,0.1925945,-0.79869263,-0.55439068,0.6988585,1.38778,0.5263356,-0.89424392,0.8022264,0.7181511,0.0514799,-0.96519284,0.3662643,-0.3856581,-1.27957988,0.0817113,-0.19281547,-0.68982047,-1.76580936,-1.36060329,-1.07807752,1.8408182,-0.91484914,-0.18127897,-1.35528361,1.7045333,0.9910517,0.648838,1.3224836,0.9304397,-0.26379785,1.5379673,0.5077603,-1.43690254,-1.20441042,-0.79043438,1.2396857,0.9874898,-1.52633445
64 PE,-0.96775458,0.4027941,-1.26337337,-0.78955172,3.2286823,-2.57506881,1.387907,-0.88018103,-2.08517316,-1.08603707,0.3995298,-0.8555114,-0.60579454,-0.35940384,1.1221796,0.9677545,-0.95862392,0.5296061,0.6556403,-1.19948615,-3.45657939,-0.05867852,-0.4627344,-1.33762734,-1.05379008,0.0290263,-2.16250265,-1.24660797,-1.19951264,-1.15143108,1.2905834,-1.00418386,-1.01360869,-0.68124513,1.8784853,0.7780056,0.2851564,-0.16353782,1.5872753,-0.4130067,1.3819631,0.3160292,-1.50792599,-1.28456188,-1.01984057,1.3825304,0.0971697,0.0881358
64 PE,-1.43860143,0.6919032,-1.81036231,-0.41456452,3.200313,-2.147593,1.9899914,-0.60379435,-1.77025849,-0.84132233,-1.28841299,0.2317932,-0.38615987,-0.71215798,1.6048298,1.4386014,0.3490948,0.7604134,1.0213281,-0.9010323,-1.37466826,-0.00502411,1.8705754,-1.08960639,-0.85794212,0.1106233,-0.28266716,-1.55579532,-1.48240355,-0.83801134,-0.50532189,1.7245855,-1.21836713,-3.05859706,1.9742849,1.2065466,1.0055257,0.903432,1.0010953,0.1702642,1.2401412,-0.6843071,-1.20446215,-0.94209653,-0.45852755,1.2539702,-0.13816968,0.3833188
64 PE,-1.42388747,0.3924687,-1.76006448,-0.35073691,0.1399798,0.2717382,1.8582854,-0.55674981,-0.17223405,-0.79966876,0.5821198,0.4513203,-0.34877524,0.6902548,1.0707731,1.4238874,-0.0090189,1.011291,0.1680566,-0.85023165,-2.91390113,-0.72184701,-0.07735289,-1.04739006,-0.82460629,-0.32796047,-0.75479174,-1.50912553,-1.52169395,-0.72798101,1.1759511,1.2982153,-0.4365622,-2.98572804,1.860838,0.4572121,0.2327024,0.1362452,0.6216485,0.3872953,1.963433,0.4369031,0.8003362,-0.88380455,-0.49269443,1.2911098,0.6926067,-1.26127217
64 TE,0.5257127,-0.41548812,0.0490857,0.612661,-0.71996312,0.5241308,-1.07530809,0.4267751,0.5296236,1.1515407,1.6188251,-1.19771537,-0.91538597,0.3826704,-1.22110096,-0.52571276,0.8580992,-1.13036697,-0.53675195,0.3864468,-0.46938225,-1.24229477,-0.92694396,1.0700227,-1.32985236,-1.23190207,-0.63134632,-0.01715074,0.668746,0.5206965,-0.59129608,-1.54222246,-0.87931907,-0.31917716,-1.02449513,-1.16267266,-0.88456929,0.124963,-0.46827988,-0.90358731,-0.76191148,-1.1563408,0.1046292,0.3822242,-0.93442337,-1.12439346,-0.8087452,0.5806095
64 PE,-0.9603976,1.5205108,-0.82483914,-0.55618202,3.3616632,-0.08979718,2.1608956,-0.70817442,-0.48547364,-0.93374119,0.8884652,-0.70442512,-0.469107,0.4471986,1.6776557,0.9603976,-0.9686833,0.9117762,0.7759735,-1.01374626,-0.4496485,-0.83237509,1.2942549,-1.18327388,-0.93190597,0.7646741,-0.12023897,-1.65934391,-0.31744308,-0.9563773,0.891281,-0.76663474,0.1231994,-0.76094562,1.8545354,0.9433,0.8429181,1.1919329,0.7354825,0.1408746,1.8097926,0.7255418,0.3854946,-1.07143185,-0.2462048,1.5610862,0.4445079,-0.34409642
64 TE,0.2976463,-0.27351486,0.160684,0.5348711,2.2889508,0.1580478,-0.91381149,0.6869902,0.581551,1.1580491,1.4950697,-1.06470779,-0.79505421,0.2385574,-1.07402118,-0.29764632,0.9767998,-1.04423235,-0.42892093,0.4293098,-0.32384581,-1.13176669,-0.74651534,0.9631626,-1.22255268,-1.99559885,-0.81976301,0.0776472,0.8868077,1.0191673,1.2638359,0.871845,-1.08274791,0.1430857,-0.89466144,-1.03655918,-0.49466069,-0.0539397,-0.22883583,-0.86967621,-0.61772586,-1.04901305,0.2579752,0.5734948,-0.66352883,-0.97726346,0.2984841,1.1032039
64 EPI,-0.41598093,0.8855031,0.3100057,-0.63596654,3.6382634,-0.70827283,1.2107311,0.9619067,-0.1303571,-0.98580816,0.799199,0.5120131,-0.51583779,-0.52072433,1.4377586,0.4159809,-0.58240329,0.2109916,0.3446494,-1.07724708,0.0584956,-0.87529862,2.0685214,-1.23604429,0.1806771,0.2495931,-0.27183861,-1.33265539,-0.06205546,-1.02306235,1.0670505,-0.84784811,0.7055643,-0.61520758,1.6503309,1.2273614,0.6995436,-1.21277856,1.6069019,-0.53282592,0.6515803,0.548399,0.3790379,-1.14429682,-0.33894348,1.1839763,0.7762514,-0.64229149
64 EPI,-1.57838409,0.7409486,-0.07665887,-0.69580492,3.4751402,-0.35810647,-0.5861145,-0.81108436,-2.00644449,-1.02485838,-1.57447062,0.9639806,1.5356435,-2.58562662,1.7490536,1.578384,-3.46340834,0.001927,-2.15578005,-1.12487269,-0.81472296,0.5519086,1.8197752,-1.2756221,0.474449,0.3490395,-1.39800734,-1.66517763,-1.08360595,-1.07307614,-0.77470769,-0.90875814,0.8597979,0.1134826,0.288968,0.879631,0.6680712,-0.42947441,1.7325119,-0.08972086,0.5995789,-0.8312315,-0.51198349,-1.19894554,-0.48537296,0.6354528,1.0427804,-1.52181635
64 TE,-0.48955075,-1.02468247,0.3100057,-1.17052276,-0.58875532,0.1921549,-0.95928141,0.8766385,0.23816,1.2400546,2.2152857,-1.10215653,-0.82893403,0.2278027,-1.11543199,0.4895507,0.8862654,-1.06848384,-1.04621446,0.8976284,-0.46444882,-1.16288625,-0.79731563,0.8879648,-1.25276327,-2.03257248,-0.71364327,-0.2417491,0.9044884,-1.46985219,-0.73649693,-0.11286707,-1.36595275,0.2546664,-0.93121656,-1.07206686,-0.95450805,-1.64472406,-1.10679736,-1.03923172,-0.92264299,-1.07923154,0.207936,0.6846139,-0.77823192,-1.01868841,-1.42403014,1.3306152
64 TE,-1.03396742,-2.13465522,-0.04207911,0.3134691,-0.88308632,0.4832023,-1.21955748,1.1794877,0.4559202,1.1853842,1.9515446,-1.31651826,-1.02286677,0.3740666,-1.35247318,1.0339674,0.7856717,-1.20730275,-1.75571133,0.7230011,-0.31644566,-1.34101888,-1.0881035,0.9249041,-1.42569285,-2.24421466,-0.57070647,-0.06090367,0.9280627,0.9908261,0.6429112,0.057681,-0.31290939,-0.88846642,-1.14046309,-1.27531771,-1.28671717,-0.27797114,-0.93146674,-1.29243461,-1.22519642,-1.25220637,-0.24080304,0.6809706,-0.83192273,-1.25581056,-0.16510611,1.2553135
64 TE,-0.15112958,-0.91626653,0.0993835,0.6006933,-0.7128708,0.3967976,-1.06903638,1.0236527,0.559775,1.1697642,1.1075732,-1.19255003,-0.9107129,-0.18517771,-1.21538912,0.1511295,0.7293392,-1.12702194,-1.15560825,0.3959719,-0.1437753,-1.23800242,-0.91993702,0.8721337,-1.32568538,-2.12181919,-0.57503789,-0.46634745,0.9241336,0.7574284,-1.36315326,-1.53410112,-1.81535762,-0.7199568,-1.01945305,-1.15777505,-0.75168564,-1.75754564,-1.3632511,-1.00305987,-0.91791559,-1.15217273,-0.06970108,0.5243109,-0.55370672,-1.11867968,-1.52326965,1.1227823
64 TE,-0.10698769,-0.42065078,0.1559686,0.736327,-0.43272443,0.4058928,-0.82130373,1.2147712,0.4190684,1.0135633,1.7892424,-0.98851898,-0.72612631,0.3052365,-0.98977161,0.1069876,0.8782179,-0.99489309,-0.13043215,0.5420238,-0.1437753,-0.01038955,-0.64316302,0.787701,-1.16108976,-0.92336347,-0.28483287,-0.15716011,0.9477079,1.0241686,0.1958454,0.6099319,-0.45916541,-0.37838324,-0.82029069,-0.96431942,-0.63628669,-0.25863029,-1.15651798,-0.92619471,0.4057556,-0.98753405,-1.67418544,-0.70346375,-0.56834966,-0.8929851,-0.38059761,1.065553
64 TE,-1.19582103,-3.56471314,-0.22755237,-1.53753152,-0.91500173,-3.42774664,-1.24778019,-1.43148425,0.7808853,1.3259651,1.3794294,-1.3397623,-1.04389562,0.6278775,-1.1953977,1.195821,0.1257767,-1.22235541,-0.39297725,-0.71846745,-0.69632044,-1.36033447,-1.11963472,0.3285984,-0.75064244,-2.26716382,-2.21231396,-1.3851589,-0.99716706,0.6674036,0.8721757,-0.37274987,-1.96693204,-1.14806232,-1.16315247,-1.29735696,-0.44395509,-0.28764156,-1.51241297,-1.91187741,-0.69572792,-1.27096267,0.1336842,-1.70535708,-0.73918406,-1.2815226,-0.71801194,1.0745892
64 TE,0.1799346,-1.3421863,0.1543967,0.7383216,-0.57988993,0.3399524,0.6541166,1.2926887,-0.15883342,0.9133344,1.0203358,-1.09569985,-0.82309268,-0.04106474,-1.1082922,-0.1799346,0.5543061,-1.06430255,-0.97276434,-0.04377124,-0.45211522,-1.15752081,-0.78855696,0.5805771,-1.24755455,-0.82264219,-1.60808112,0.1009821,0.9182401,0.078908,-1.21986294,0.3439581,-0.08288855,-0.04364116,-0.92491395,-1.06594484,-0.63803516,-0.30859414,-0.3047252,-0.92845545,0.5783056,-1.07402146,0.0707316,-1.62338399,-0.8685301,-1.01154618,0.1567134,0.8592261
64 TE,0.6139965,-0.52390406,-0.189829,0.8161115,-0.95755561,0.3376786,-1.28541046,-0.12599822,0.66698,1.1931943,1.1724941,-1.37075436,-1.07193409,0.2235008,-1.41244746,-0.61399654,0.7253154,-0.80255364,-0.56175624,0.4785229,-0.6667198,-1.38608859,-1.16167634,1.0040597,-1.46944612,-1.19365348,-0.59669498,0.0178515,0.763043,0.7374229,-0.04488233,0.6830239,-1.42179596,-0.38749187,-1.19340498,-1.32674263,-0.67125607,0.6503893,-0.78753862,-0.83124362,-0.57281559,-0.47694572,-0.26662975,0.5097379,-1.17359152,-1.31580532,-0.0828791,0.8757925
64 TE,0.4889278,-1.29572233,0.3461572,0.1957869,-1.04443645,0.1853335,-1.36223894,0.9633769,0.3135385,1.2491663,1.7222928,-1.43402981,-1.1291793,0.0191615,-1.48241745,-0.48892785,0.8158498,-1.28340228,-1.6728846,0.6356875,-0.55078399,-1.43866991,-1.24751131,0.818044,-1.5204916,-2.36023538,-1.05799101,0.0543123,0.8042979,0.5990514,-0.49385866,-0.13520075,-0.68120864,-0.89074358,-1.25517052,-1.38673836,-1.13460036,-2.05894045,-0.41986769,-1.29017387,-0.8966423,-1.34702991,-2.23107387,0.7957329,-1.21019889,-1.38579921,-1.7883809,1.3411575
64 TE,-0.26148431,-1.06340245,0.3555881,1.205061,-0.8848594,0.4309047,-1.22112541,0.5487969,0.3604407,1.4053672,1.8683648,-1.31780959,-1.02403504,0.2084442,-1.35390114,0.2614843,0.9888711,-1.20813901,-0.69459156,0.5531364,0.1201636,-1.34209197,-1.08985523,0.5673845,-0.53083436,-2.24548962,-0.92804847,0.0076425,1.0203951,0.6690707,0.7823804,-0.24077814,-0.56952223,-0.27135686,-1.14172361,-1.27654212,-1.02269835,-0.12163265,-1.49016954,-0.96462729,0.0488371,-1.25324838,-0.3747791,0.8358087,-0.49757541,-1.25723901,-0.81299832,1.2236867
64 TE,0.5183557,-0.87238388,0.1701148,0.602688,-0.89549787,0.0170717,0.2621346,0.8634072,0.2230843,0.8820942,0.9513573,-1.32555761,-1.03104466,0.1181048,-1.36246889,-0.51835578,0.312881,-1.21315656,-0.36015911,0.3213584,-0.51131648,-1.3485305,-1.10036564,0.7679121,-1.43298506,-2.25313933,-1.13595654,-0.03319348,0.6589234,0.5857144,-0.28369953,0.8190563,-1.36462315,-0.54461571,-1.14928674,-1.28388853,-0.82337287,0.2103851,-0.30210832,-0.99627765,-0.18753271,-1.25950048,0.1804951,0.4860568,-0.86364912,-1.26580969,-1.66929349,0.6785018
64 TE,0.4742138,-0.8414079,0.1418223,0.2476469,-0.95578254,0.4581904,0.2809497,0.3547381,0.645204,1.1398257,1.3895733,-1.36946302,-1.07076582,0.217048,-1.4110195,-0.47421388,0.6548998,-1.24158935,-0.34140589,0.4610602,-0.86652407,-1.3850155,-1.1599246,0.7441654,-0.44124433,-2.29648773,-1.26589909,0.3197467,0.5921297,0.8324491,0.4652312,1.0992425,-1.0694519,-0.68579944,-1.19214446,-0.35824006,-0.69398616,0.1813738,-0.65800331,-0.82898288,0.4979398,-1.29492906,0.2676603,0.0379373,-1.07353138,-1.31437687,-1.71749554,0.814045
64 TE,-0.35712507,-0.67362132,0.3508727,0.9198314,-0.71641696,0.5696069,-1.07217223,0.8883996,0.5932766,1.4274956,0.835717,-1.1951327,-0.91304943,0.1202557,-1.21824504,0.357125,1.1397617,-1.12869445,-0.13355769,0.0371922,0.0140947,-1.2401486,-0.92344049,0.84311,-1.32776887,-1.01006027,-0.83492298,-0.32925495,1.1834503,0.8207792,0.7078694,0.1470157,-0.44852861,-0.92490093,-1.02197409,-1.16022386,-0.85309685,0.1894325,-0.70118175,-0.7227281,0.2402967,-1.15425677,-0.21497633,0.5388839,-0.65132637,-1.12153657,0.143954,1.1137461
64 TE,-0.41598093,-0.89045321,0.2785695,-1.28621031,-0.69159386,-0.55820153,-1.05022124,0.550267,0.2616111,0.9901331,0.7342781,-1.177054,-0.89669366,-0.22389463,-1.19825361,0.4159809,0.2344179,-1.11698684,-0.87743547,-1.59477875,-0.67165324,-0.07692102,-0.89891621,0.4658015,-1.31318445,-2.10651975,-2.2686224,-0.53635213,0.4369326,0.4240032,-1.34022681,-1.50973711,-0.01507894,-0.83381465,-1.00432679,0.0519348,-0.91604173,-0.44559178,-1.34754985,-1.21104797,-1.54193203,-1.13966853,-0.39899164,0.5498137,-1.37859279,-1.10153832,-0.51953292,0.9149494
64 TE,-0.59990548,-0.58843736,0.2675669,1.5281883,-0.64726691,0.1398573,-1.01102304,0.5458566,0.4341441,1.32206,0.96353,-1.14477061,-0.86748692,0.2213499,-1.16255464,0.5999054,0.5221161,-1.09608037,-0.77272998,0.5531364,0.2336327,-1.19829816,-0.85512286,0.7204187,-1.28714084,-2.07464593,-0.83275727,0.5093427,0.8435883,-1.52486736,1.1071718,-0.15550409,-1.09870311,-0.35333452,-0.97281376,-1.11247215,-0.47367906,0.2909719,-1.31483892,-0.93297693,-0.28208065,-1.11361811,0.0449049,-0.7745071,-0.897816,-1.06582715,-0.00774061,1.0730831
64 PE,-0.91625571,0.2556581,-2.3683539,-1.12265206,-0.54620144,-0.35810647,1.6967888,-0.39062377,-0.214111,-1.30341665,0.0079758,0.2072579,-0.80089556,0.4385948,0.760906,0.9162557,-1.3388683,1.0422326,0.2571344,-1.46460207,-1.49060407,-0.30656189,1.7987543,-1.55794381,-1.2277614,0.2240941,-0.72663752,-1.67976194,-0.93037338,-1.42984116,-1.18356273,0.6302352,-0.20122297,-0.25997108,1.5873048,0.1596822,0.2554325,1.3950117,0.4894963,-0.10780678,1.2519597,-0.07264313,-1.77749228,-0.33185241,-1.20287742,1.0354179,0.6004557,-1.58808192
64 TE,-0.33505413,-0.50067208,0.7013857,0.5229034,-0.79975164,0.3717857,0.31858,0.7046319,0.3001379,1.4053672,0.9878753,-1.25582548,-0.9679581,0.3202931,-1.28535911,0.3350541,0.7635411,-1.1679986,-0.31327606,0.4769354,-0.94545909,-1.29058374,-1.00577199,0.8022129,-1.37673086,-2.18429188,-1.13595654,0.2468252,0.717859,-1.26479566,0.6066109,0.4535962,-1.6917048,-0.48996394,-1.08121859,-1.21777078,-1.21852688,-0.57936594,-0.45912082,-1.34895312,-0.68863682,-1.20323157,0.0352199,0.3403269,-1.57139161,-1.18867357,-0.23740918,1.1965781
64 PE,-1.0854663,0.1033596,-1.5494423,-1.11666822,2.6400203,-0.33309459,1.4349448,-1.1212843,-0.52735059,0.5384522,0.8661487,0.5675405,-0.79739075,-0.01525346,1.0193666,1.0854663,-1.20004892,0.713583,0.4681081,-1.45983951,-1.35000106,-1.13391287,-0.75001881,-1.55398603,-1.22463617,-0.2973616,0.0075378,-2.06916298,-1.0305639,-1.04473499,1.3135098,1.0302111,-0.3966742,-3.86015633,1.6440283,0.2735517,-0.04005874,0.7938339,-1.23633267,0.0120124,0.6397618,0.8391217,0.4161638,-1.58330826,-0.93198288,0.5740296,0.2446112,-1.83958988
64 TE,0.010724,-1.20537571,0.1936919,0.7881869,-1.04620953,0.1466787,-1.36380687,0.7854897,0.4257688,1.206211,1.3591416,-1.43532115,-1.13034757,0.1073501,-1.4838454,-0.01072402,0.8138379,-1.28423854,-1.06496768,0.405497,-0.79498921,-0.19496072,-1.24926304,0.6847987,-1.52153334,-2.36151033,-1.42832727,0.0528539,0.861269,1.0208344,-1.27144746,0.1754404,-1.19842312,-1.47597293,-1.25643104,-1.38796276,-1.09088864,-0.6776819,-0.56248738,-1.10253244,-3.48489232,-1.34807193,-0.88324245,0.5680299,-0.74406504,-1.38722765,-1.78979861,1.1559151
64 PE,-0.83532891,0.3356794,-2.39507462,-1.15656048,-0.57634377,-2.9934494,2.0150783,-1.15068714,-0.31964091,0.207827,0.2737456,-1.09311718,-0.82075614,0.5999153,0.6823683,0.8353289,-1.31673768,1.0347062,0.3305845,-1.49158992,-1.4437364,-1.15537463,-0.78505349,-1.58037124,-1.24547106,-0.05767046,-0.3649641,-1.4274534,-1.25059016,-0.54126286,0.5454737,0.7540856,-1.7129784,-1.33251204,1.6944492,-1.06349604,0.0788371,1.203215,0.339026,-0.04676679,1.8121563,0.428567,0.1127,-0.25716582,-1.2931756,1.0168481,-0.85552954,-1.8697106
64 TE,-0.34976809,-2.32825512,0.33987,0.514925,-0.83875937,-0.91973693,-1.18035928,0.7722584,0.0823778,1.0382951,1.7790986,-1.28423487,-0.99366003,-0.25185684,-1.31677421,0.349768,0.7595173,-1.18639629,-0.81961304,0.5817118,-0.30411206,-0.01790117,-1.04431015,0.7388884,-1.39964924,-2.21234084,-1.70770374,-0.32196279,0.5646264,1.1291976,0.0831236,-0.28950616,-0.94712868,-0.42164923,-1.10895006,-1.24470764,-0.57159333,-0.58258942,-0.99034643,-1.34895312,-0.40499298,-1.22615594,-0.44580255,0.7483707,-0.87829207,-1.22009939,-1.62392686,1.3170609
